signature,body,docstring,id
fun call(),"{
    val x = 123.foo()
    <expr>x(1)</expr>
}",,f930
fun foo(),": CharSequence?
}

interface A : Common {
    override : CharSequence
}",// !CHECK_TYPE,519f
fun foo(),": String
}

fun test(c: Common) {
    if (c is B && c is A) {
        c.foo().checkType { _<String>() }",,519f
fun foo(s: String),{},"// TARGET_BACKEND: JVM
// FILE: Test.java",b751
fun box(),": String {
    try {
        Test.callFoo()
        return ""Fail 1""
    }",,4f27
fun getPackage(),"= """,,5656
fun generateBody(),"{
        for (kind in PrimitiveType.values()) {
            val s = kind.capitalized
            out.println(""/** An iterator over a sequence of values of type `$s`. */"")
            out.println(""public abstract class ${s}",,fb73
fun next(),: $s = n,,cb14
fun createTestContainerFun(container: IrDeclaration),": IrSimpleFunction

}

// TODO: investigate if it could be removed
internal fun <T> BackendContext.lazy2(fn: () -> T) = l",,b249
"fun findClass(memberScope: MemberScope, name: Name)",": ClassDescriptor =
    m",,f4c4
"fun findFunctions(memberScope: MemberScope, name: Name)",": List<SimpleFunctionDescriptor> =
    m",,a42f
fun getInlinedClass(type: IrType),": IrClass?

    fun isTypeInlined(type: IrType): Boolean {
        return getInlinedClass(type) != null
    }",,78df
fun shouldValueParameterBeBoxed(parameter: IrValueParameter),": Boolean {
        val function = parameter.parent as? IrSimpleFunction ?: return false
        val klass = function.parent as? IrClass ?: return false
        if (!isClassInlineLike(klass)) return false
        return parameter.isDispatchReceiver && function.isOverridableOrOverrides
    }",,7bf8
fun test(targetString: String),": String {
    val json = Json { encodeDefaults = true }",// WITH_STDLIB,0630
fun box(),": String {
    return test(""""""{""ctor"":1,""ctorDependent"":2,""body"":""x"",""bodyDependent"":3}",,4f27
No signature found,"fun addImplicitReceiver(name: Name?, value: ImplicitReceiverValue<*>): MutableCheckerContext {
        return MutableCheckerContext(
            implicitReceiverStack.add(name, value),
            containingDeclarations,
            callsOrAssignments,
            getClassCalls,
            annotationContainers,
            containingElements,
            isContractBody,
            inlineFunctionBodyContext,
            containingFile,
            sessionHolder,
            returnTypeCalculator,
            suppressedDiagnostics,
            allInfosSuppressed,
            allWarningsSuppressed,
            allErrorsSuppressed
        )
    }",,6e1f
fun addDeclaration(declaration: FirDeclaration),": MutableCheckerContext {
        containingDeclarations.add(declaration)
        return this
    }",,db2e
fun dropDeclaration(),"{
        containingDeclarations.removeLast()
    }",,d7b6
fun addCallOrAssignment(qualifiedAccessOrAnnotationCall: FirStatement),": MutableCheckerContext {
        callsOrAssignments.add(qualifiedAccessOrAnnotationCall)
        return this
    }",,354f
fun dropCallOrAssignment(),"{
        callsOrAssignments.removeLast()
    }",,c7d8
fun addGetClassCall(getClassCall: FirGetClassCall),": MutableCheckerContext {
        getClassCalls.add(getClassCall)
        return this
    }",,02dc
fun dropGetClassCall(),"{
        getClassCalls.removeLast()
    }",,ce6c
fun addAnnotationContainer(annotationContainer: FirAnnotationContainer),": CheckerContextForProvider {
        annotationContainers.add(annotationContainer)
        return this
    }",,b9a9
fun dropAnnotationContainer(),"{
        annotationContainers.removeLast()
    }",,f70a
fun addElement(element: FirElement),": CheckerContextForProvider {
        assert(containingElements.lastOrNull() !== element)
        containingElements.add(element)
        return this
    }",,6f4d
fun dropElement(),"{
        containingElements.removeLast()
    }",,b604
"fun addSuppressedDiagnostics(
        diagnosticNames: Collection<String>,
        allInfosSuppressed: Boolean,
        allWarningsSuppressed: Boolean,
        allErrorsSuppressed: Boolean
    )",": CheckerContextForProvider {
        if (diagnosticNames.isEmpty()) return this
        return MutableCheckerContext(
            implicitReceiverStack,
            containingDeclarations,
            callsOrAssignments,
            getClassCalls,
            annotationContainers,
            containingElements,
            isContractBody,
            inlineFunctionBodyContext,
            containingFile,
            sessionHolder,
            returnTypeCalculator,
            suppressedDiagnostics.addAll(diagnosticNames),
            this.allInfosSuppressed || allInfosSuppressed,
            this.allWarningsSuppressed || allWarningsSuppressed,
            this.allErrorsSuppressed || allErrorsSuppressed
        )
    }",,b5f2
fun enterContractBody(),": CheckerContextForProvider {
        check(!isContractBody)
        isContractBody = true
        return this
    }",,6f05
fun exitContractBody(),": CheckerContextForProvider {
        check(isContractBody)
        isContractBody = false
        return this
    }",,88a9
No signature found,"fun setInlineFunctionBodyContext(context: FirInlineDeclarationChecker.InlineFunctionBodyContext): CheckerContextForProvider {
        inlineFunctionBodyContext = context
        return this
    }",,6e1f
fun unsetInlineFunctionBodyContext(),": CheckerContextForProvider {
        inlineFunctionBodyContext = null
        return this
    }",,7f8d
fun enterFile(file: FirFile),": CheckerContextForProvider {
        containingFile = file
        return this
    }",,0661
fun exitFile(file: FirFile),": CheckerContextForProvider {
        containingFile = file
        return this
    }",,a706
fun box(),": String {
    val outer1 = Outer(""propValue1"")
    val a1 = outer1.A2(""abc"")
    if (a1.parentProp != ""abc#propValue1#propValue1"") return ""fail1: ${a1.parentProp}",,4f27
"fun set(fir: FirProperty, value: IrPropertySymbol)","{
            when (fir) {
                is FirSyntheticProperty -> synthetic[fir.cacheKey] = value
                else -> normal[fir] = value
            }",,aa53
fun get(fir: FirProperty),": IrPropertySymbol? {
            return when (fir) {
                is FirSyntheticProperty -> synthetic[fir.cacheKey]
                else -> normal[fir]
            }",,c766
No signature found,"fun forEachCachedDeclarationSymbol(block: (IrSymbol) -> Unit) {
        functionCache.values.forEachWithRemapping(symbolsMappingForLazyClasses::remapFunctionSymbol, block)
        constructorCache.values.forEach(block)
        propertyCache.normal.values.forEachWithRemapping(symbolsMappingForLazyClasses::remapPropertySymbol, block)
        propertyCache.synthetic.values.forEachWithRemapping(symbolsMappingForLazyClasses::remapPropertySymbol, block)
        getterForPropertyCache.values.forEachWithRemapping(symbolsMappingForLazyClasses::remapFunctionSymbol, block)
        setterForPropertyCache.values.forEachWithRemapping(symbolsMappingForLazyClasses::remapFunctionSymbol, block)
        backingFieldForPropertyCache.values.forEach(block)
        propertyForBackingFieldCache.values.forEach(block)
        delegateVariableForPropertyCache.values.forEach(block)
    }",,6e1f
No signature found,"fun <S : IrSymbol> Collection<S>.forEachWithRemapping(remapper: (S) -> S, block: (S) -> Unit) {
        for (symbol in this) {
            val updatedSymbol = if (symbol is IrFakeOverrideSymbolBase<*, *, *>) {
                remapper(symbol)
            }",,6e1f
fun foo(),"}
    // interface B : A {
    //      /* $2 */ fake_override 
    // }",,519f
No signature found,"fun invoke(
                originalSymbol: FirCallableSymbol<*>,
                dispatchReceiverLookupTag: ConeClassLikeLookupTag,
                c: Fir2IrComponents
            ): FakeOverrideIdentifier {
                return FakeOverrideIdentifier(
                    originalSymbol,
                    dispatchReceiverLookupTag,
                    dispatchReceiverLookupTag.toFirRegularClass(c.session)?.isExpect == true
                )
            }","// interface C : B {
    //    /* $3 */ override fun foo()
    // }
    //
    // We've got FIR declarations only for $1 and $3, but we've got a fake override for $2 in IR
    // and just to simplify things we create a synthetic FIR for $2, while it can't be referenced from other FIR nodes.
    //
    // But when we're binding overrides for $3, we want it had $2 ad it's overridden,
    // so remember that in class B there's a fake override $2 for real $1.
    //
    // Thus, we may obtain it by fakeOverridesInClass[ir(B)][fir(A::foo)] -> fir(B::foo)
    //
    // Note: reusing is necessary here, because sometimes (see testFakeOverridesInPlatformModule)
    // we have to match fake override in platform class with overridden fake overrides in common class",6e1f
No signature found,"fun FirCallableDeclaration.asFakeOverrideKey(): FirOverrideKey {
        return when (val signature = signatureComposer.composeSignature(this)) {
            null -> FirOverrideKey.Declaration(this)
            else -> FirOverrideKey.Signature(signature)
        }",,6e1f
No signature found,"fun getIrExternalPackageFragment(
        fqName: FqName,
        moduleData: FirModuleData,
        firOrigin: FirDeclarationOrigin = F",,6e1f
"fun getIrExternalOrBuiltInsPackageFragment(
        fqName: FqName,
        moduleData: FirModuleData,
        firOrigin: FirDeclarationOrigin,
        allowBuiltins: Boolean
    )",": IrExternalPackageFragment {
        val isBuiltIn = allowBuiltins && fqName in BUILT_INS_PACKAGE_FQ_NAMES
        val fragments = fragmentCache.getOrPut(fqName) {
            val fragmentForPrecompiledBinaries = callablesGenerator.createExternalPackageFragment(fqName, sourceModuleDescriptor)
            ExternalPackageFragments(ConcurrentHashMap(), ConcurrentHashMap(), fragmentForPrecompiledBinaries)
        }",,69ed
"fun registerFile(firFile: FirFile, irFile: IrFile)","{
        fileCache[firFile] = irFile
    }","// Make sure that external package fragments have a different module descriptor. The module descriptors are compared
        // to determine if objects need regeneration because they are from different modules.
        // But keep the original module descriptor for the fragments coming from parts compiled on the previous incremental step",5fa6
fun getIrFile(firFile: FirFile),": IrFile {
        return fileCache[firFile]!!
    }",,b4e5
fun getContainingFile(),: SourceFile = S,,e442
No signature found,"fun getCachedIrFunctionSymbol(
        function: FirFunction,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag? = n",,6e1f
No signature found,"fun getCachedIrFunctionSymbol(
        function: FirSimpleFunction,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag? = n",,6e1f
No signature found,"fun getCachedIrFunctionSymbol(
        function: FirSimpleFunction,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag?,
        signatureCalculator: () -> IdSignature?
    ): IrSimpleFunctionSymbol? {
        if (function.visibility == Visibilities.Local) {
            return localStorage.getLocalFunctionSymbol(function)
        }",,6e1f
No signature found,"fun createAndCacheIrFunction(
        function: FirFunction,
        irParent: IrDeclarationParent?,
        predefinedOrigin: IrDeclarationOrigin? = n",,6e1f
No signature found,"fun createFunctionSymbol(signature: IdSignature?): IrSimpleFunctionSymbol {
        return when {
            signature != null -> symbolTable.referenceSimpleFunction(signature)
            else -> IrSimpleFunctionSymbolImpl()
        }",,6e1f
No signature found,"fun createMemberFunctionSymbol(
        function: FirFunction,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag? = n",,6e1f
No signature found,"fun findContainingIrClassSymbol(
        callable: FirCallableDeclaration,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag?,
    ): IrClassSymbol {
        val containingClassLookupTag = when {
            fakeOverrideOwnerLookupTag != null -> fakeOverrideOwnerLookupTag
            callable.isSubstitutionOrIntersectionOverride -> callable.containingClassLookupTag()
            else -> shouldNotBeCalled()
        }",,6e1f
No signature found,"fun cacheIrFunctionSymbol(
        function: FirFunction,
        irFunctionSymbol: IrSimpleFunctionSymbol,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag?,
    ) {
        when {
            function.visibility == Visibilities.Local || function is FirAnonymousFunction -> {
                localStorage.putLocalFunction(function, irFunctionSymbol)
            }",,6e1f
No signature found,"fun <T : IrFunction> T.putParametersInScope(function: FirFunction): T {
        val contextReceivers = function.contextReceiversForFunctionOrContainingProperty()

        for ((firParameter, irParameter) in function.valueParameters.zip(valueParameters.drop(contextReceivers.size))) {
            localStorage.putParameter(firParameter, irParameter.symbol)
        }",,6e1f
"fun cacheDelegationFunction(function: FirSimpleFunction, irFunction: IrSimpleFunction)","{
        val symbol = irFunction.symbol
        functionCache[function] = symbol
        delegatedReverseCache[symbol] = function
    }",,84f8
"fun cacheGeneratedFunction(firFunction: FirSimpleFunction, irFunction: IrSimpleFunction)","{
        val containingClass = firFunction.getContainingClass(session)!!
        val cache = dataClassGeneratedFunctionsCache.computeIfAbsent(containingClass) { DataClassGeneratedFunctionsStorage() }",,18d9
fun getCachedIrConstructorSymbol(constructor: FirConstructor),": IrConstructorSymbol? {
        return constructorCache[constructor]
    }",,6141
No signature found,"fun createAndCacheIrConstructor(
        constructor: FirConstructor,
        irParent: () -> IrClass,
        predefinedOrigin: IrDeclarationOrigin? = n",,6e1f
"fun cacheIrConstructorSymbol(constructor: FirConstructor, irConstructorSymbol: IrConstructorSymbol)","{
        constructorCache[constructor] = irConstructorSymbol
    }",,0d43
No signature found,"fun getIrConstructorSymbol(firConstructorSymbol: FirConstructorSymbol, potentiallyExternal: Boolean = t",,6e1f
fun prepareProperty(property: FirProperty),": FirProperty {
        return when (property) {
            is FirSyntheticProperty -> originalForSyntheticProperty.getOrPut(FirSyntheticPropertyKey(property)) { property }",,aa99
"fun getOrCreateIrPropertyByPureField(
        field: FirField,
        irParent: IrDeclarationParent
    )",": IrProperty {
        return fieldToPropertyCache.getOrPut(field to irParent) {
            val containingClassId = (irParent as? IrClass)?.classId
            createAndCacheIrProperty(
                field.toStubProperty(),
                irParent,
                fakeOverrideOwnerLookupTag = containingClassId?.toLookupTag(),
                allowLazyDeclarationsCreation = true // pure fields exist only in java
            )
        }",,ab7f
No signature found,"fun createAndCacheIrProperty(
        property: FirProperty,
        irParent: IrDeclarationParent?,
        predefinedOrigin: IrDeclarationOrigin? = n",,6e1f
No signature found,"fun createPropertySymbols(
        property: FirProperty,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag?,
        parentIsExternal: Boolean
    ): PropertySymbols {
        if (
            !configuration.useFirBasedFakeOverrideGenerator &&
            !parentIsExternal &&
            property.isFakeOverride(fakeOverrideOwnerLookupTag)
        ) {
            return createFakeOverridePropertySymbols(property, fakeOverrideOwnerLookupTag)
        }",,6e1f
No signature found,"fun createFakeOverridePropertySymbols(
        property: FirProperty,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag?,
    ): PropertySymbols {
        val originalFirProperty = property.unwrapFakeOverrides()
        val originalSymbols = getIrPropertySymbols(originalFirProperty.symbol)
        require(property.isStubPropertyForPureField != true) {
            ""What are we doing here?""
        }",,6e1f
No signature found,"fun cacheIrPropertySymbols(
        property: FirProperty,
        symbols: PropertySymbols,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag?,
    ) {
        val irPropertySymbol = symbols.propertySymbol
        symbols.backingFieldSymbol?.let {
            backingFieldForPropertyCache[irPropertySymbol] = it
            propertyForBackingFieldCache[it] = irPropertySymbol
        }",,6e1f
No signature found,"fun FirField.toStubProperty(): FirProperty {
        val field = this
        return buildProperty {
            source = field.source
            moduleData = field.moduleData
            origin = field.origin
            returnTypeRef = field.returnTypeRef
            name = field.name
            isVar = field.isVar
            getter = field.getter
            setter = field.setter
            symbol = FirPropertySymbol(field.symbol.callableId)
            isLocal = false
            status = field.status
        }",,6e1f
No signature found,"fun getIrPropertySymbol(
        firPropertySymbol: FirPropertySymbol,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag? = n",,6e1f
No signature found,"fun getIrPropertySymbols(
        firPropertySymbol: FirPropertySymbol,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag? = n",,6e1f
No signature found,"fun createAndCacheIrPropertySymbols(
        property: FirProperty,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag?,
    ): PropertySymbols {
        val irParent = findIrParent(property, fakeOverrideOwnerLookupTag)
        if (irParent?.isExternalParent() == true) {
            val symbols = createPropertySymbols(property, fakeOverrideOwnerLookupTag, parentIsExternal = true)
            @OptIn(FirBasedFakeOverrideGenerator::class) // only for lazy
            val firForLazyProperty = calculateFirForLazyDeclaration(
                property, fakeOverrideOwnerLookupTag, irParent,
                fakeOverrideGenerator::createFirPropertyFakeOverrideIfNeeded
            )

            callablesGenerator.createIrProperty(
                firForLazyProperty,
                irParent,
                symbols,
                predefinedOrigin = firForLazyProperty.computeExternalOrigin(),
                allowLazyDeclarationsCreation = true
            ).also {
                check(it is Fir2IrLazyProperty)
            }",,6e1f
No signature found,"fun getCachedIrPropertySymbol(
        property: FirProperty,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag?,
        signatureCalculator: () -> IdSignature? = {",,6e1f
No signature found,"fun getCachedIrPropertySymbols(
        property: FirProperty,
        fakeOverrideOwnerLookupTag: ConeClassLikeLookupTag?,
        signatureCalculator: () -> IdSignature? = {",,6e1f
